well_id,measured_depth_m,gamma_ray_api,resistivity_ohm_m,sonic_dt_us_ft,density_g_cc,neutron_porosity,caliper_in,photoelectric_factor,shale_volume,clay_content,water_saturation,hydrocarbon_saturation,permeability_md,velocity_m_s,acoustic_impedance,formation_factor,bulk_modulus_GPa,shear_modulus_GPa,poisson_ratio
WELL-1000,XYZ,71.59,59.04,58.83,2109.077041261594,0.102,13.89,3.08,0.209,0.278,0.376,0.205,598.32,2135.3,9297689.34,3.3,25.03,10022.544171942794,0.115
WELL-1000,4588.2,144.02,64.74,98.67,2.572,0.091,12.64,3555.989333344961,0.313,0.289,0.628,0.726,988.75,4279.88,14042840.75,4.27,41.08,24.91,0.141
WELL-1000,4592.91,67.22,82.84,72.71,1.929,0.194,473.3254983198272,2.36,ERROR,ERROR,0.57,0.454,92.18,3627.73,22671061.79,2.34,22.25,13.97,0.109
WELL-1000,4600.26,89.67,189.98,97.57,,0.24,12.15,3.26,0.422,0.413,0.641,0.301,952.44,4300.05,8505787.29,2.77,45.9,28.14,0.284
WELL-1000,4601.87,138.78,137.42,118.77,2.499,0.254,12.95,4.11,0.286,0.334,N/A,0.463,452.02,3194.29,XYZ,2484.094104489291,27.39,19.77,0.176
WELL-1000,4606.64,148.56,87724.86989833243,100.48,2.316,0.082,10.5,4.26,0.338,0.403,0.439,0.234,619.68,3164.71,7438639.33,380.1241899223604,40.89,26.03,0.144
WELL-1000,4613.25,37.97,187.35,103.69,2.423,,10.09,4620.403517819029,0.396,0.416,0.412,0.789,151028.08684764378,3362.71,11767462.29,2.15,20.28,8.22,0.189
WELL-1000,4619.14,68.47,139.58,,1.903,0.248,10.75,1.03,0.263,0.23,0.964,ERROR,631.74,2295.9,14166839.17,3.38,16.56,20.33,0.199
WELL-1000,,93.56,136.06,62.78,2.077,0.237,9.1,2.45,0.614,0.178,0.249,0.31,178.45,3054.6,6717001.96,,19.53,9.91,0.128
WELL-1000,4632.11,25.83,170.41,ERROR,2.047,0.282,14.11,2.35,0.186,0.112,,0.707,1.08,2656.07,,1.82,36.56,NULL,0.147
WELL-1000,4637.42,111.77,108.29,103.11,2.613,0.136,15.57,3.15,0.529,0.168,428.8574777218099,0.474,723.78,3408.34,13493794.99,1.38,42.36,26.89,0.232
WELL-1000,4641.87,62.08,169.9,119.56,2.354,0.07,13.34,2.73,0.368,0.457,0.493,205.29235159552962,310.77,292257.81246212346,17768165.79,1778.6843919089474,35.65,18.59,0.31
WELL-1000,,91.91,160.1,105.4,N/A,ERROR,9.24,1.5,0.583,0.218,0.917,,NULL,2775.66,,4.6,29.59,19.65,0.288
WELL-1000,4650.6,135.47,156.12,60.02,1.939,0.13,12.32,NULL,0.67,0.302,0.687,0.666,977.03,3354.88,,4.09,15.52,5.79,108.78223194875872
WELL-1000,4658.48,133.02,136867.59616727187,63.8,2.576,0.269,7591.621598586464,1.74,0.146,0.258,0.599,0.385,264.91,3761.71,,3.26,N/A,9.34,0.204
WELL-1000,4664.69,89.63,27.04,,2.479,0.224,12.3,1.64,49.31203351736326,0.19,0.964,0.28,312.93,4472.91,10994833.14,XYZ,18829.076855838503,16.05,0.174
WELL-1000,4666.52,80.26,125.05,82.6,2.139,0.247,8.6,2.54,ERROR,,0.692,0.693,722.17,2069.17,24982155.42,4.34,41.58,10.22,0.398
WELL-1000,XYZ,82.31,179.12,78.64,1453.599988763732,0.158,11.31,1.49,0.597,0.196,0.844,0.612,,2435.05,24066408.82,3.03,14.85,,0.197
WELL-1000,4681.76,122.94,33.0,105.16,2.271,0.261,13.81,N/A,0.593,0.214,0.418,0.265,872.45,4052.58,13240264.08,3.24,46.7,12.85,0.385
WELL-1000,4682.02,118.9,60.48,71.83,2.425,,15.28,2.85,0.645,0.46,0.981,0.743,48.53,2541.16,17102360.95,4.34,XYZ,29.92,0.111
WELL-1000,4688.11,53.78,63.76,26727.22162232249,2.078,0.328,13.55,3.55,0.468,0.169,ERROR,99.38639994841199,323.38,2333.12,23774150.35,3.17,28.29,7.29,0.278
WELL-1000,4696.02,64.39,71.22,61.58,2.067,0.095,9.13,2.73,0.687,0.498,0.4,0.652,227967.00804755845,2870.46,670335327.5429771,1.75,N/A,6.41,0.236
WELL-1000,4703.22,60.98,101.52,108.58,2.207,,13.38,4.97,230.9859871035912,0.409,0.966,,105.95,4971.37,14755840.82,4.11,29.69,18.59,0.391
WELL-1000,4706.99,95.52,6.77,52.19,2.207,0.13,14.51,3.21,,0.482,,0.594,473.68,3629.74,20479085.79,4.44,13.8,14.38,0.195
WELL-1000,4711.49,145.45,146.04,101.76,1.975,0.205,,2.17,0.264,0.337,0.532,0.721,XYZ,N/A,6024150.36,4.98,9041.255633412386,18.57,0.132
WELL-1000,4719.69,112.09,131.6,51.92,1.982,0.134,13.88,4.25,0.199,6.940419435836435,0.574,0.682,861.66,2194.93,13159187.73,3.45,17.25,13.44,0.187
WELL-1000,4723.76,61.16,55590.95157004552,84.81,2.158,0.198,13.96,1.31,0.372,0.461,0.219,0.489,988.96,4789.74,8083924599.925759,XYZ,30.26,11.83,0.389
WELL-1000,4728.29,NULL,114.83,102.97,2.259,0.161,14.84,3.62,0.524,0.476,0.664,0.766,694.96,4457.85,19945877.0,2.9,6501.7191628273995,8.49,0.378
WELL-1000,4734.12,115.28,47.22,105.72,XYZ,0.277,8.89,4.98,0.31,NULL,0.27,0.512,368.43,4181.27,18904573.71,3.02,38.39,NULL,
WELL-1000,4738.79,,94.76,74.07,2.645,0.17,12.42,N/A,,0.482,0.464,0.409,49.0,,20083469.34,3.36,24.61,21.85,0.327
WELL-1000,4744.85,93.34,191.0,77.26,2.606,0.145,10.37,1.52,0.628,0.448,0.946,XYZ,734.03,4938.76,7442355.88,2.3,17.76,14491.438043841683,0.302
WELL-1000,4751.78,78.55,199.84,71.0,2.067,0.338,13.58,4.53,0.61,0.456,0.451,265.7801696953493,58.51,4797.24,8017792.74,4.29,26.19,21.45,0.33
WELL-1000,4756.2,48.74,178.51,71.2,2.067,0.091,N/A,1.52,0.76,,0.757,0.23,,2706.02,XYZ,1.08,43.85,11.16,0.167
WELL-1000,1613670.317571825,,194.83,110.74,587.4238917283561,0.31,12.22,,0.628,0.194,0.972,0.519,426.6,4761.26,12371641.98,2.5,22.87,27.64,0.138
WELL-1000,4763.38,20.42,127.35,32124.50393105996,2.455,0.136,9.7,,0.252,0.2,0.74,0.337,932.42,2697.98,7572056.6,2.54,26.69,11.83,0.278
WELL-1000,4771.46,44.09,76879.03997767389,109.0,2.018,0.277,12.5,1.06,0.658,,0.533,0.404,321.16,3214.18,12649912.38,2.54,28.22,21.91,0.204
WELL-1000,4774.09,32125.19921050175,109.2,95.28,2.577,0.289,13.9,4.46,0.359,0.237,0.883,0.55,288.73,3110.66,10816341.48,,28.44,18.8,0.144
WELL-1000,4783.16,101.34,121.06,108.74,2.08,0.233,10.0,3.81,0.261,0.496,0.878,0.771,494.92,1596505.4058747853,5546559.77,3.57,38.1,25.51,0.311
WELL-1000,4785.26,26.56,124.89,67.81,2.614,ERROR,,1.0,0.137,0.168,0.706,0.457,450.29,2556.61,N/A,2.24,33.85,13.16,0.246
WELL-1000,4793.2,22.36,N/A,XYZ,1322.7659398100407,0.164,9.69,2.02,0.302,0.232,0.731,47.26623430355776,169.66,4763.01,21463570.58,4.63,24.0,22.86,
WELL-1000,,73.52,181.98,96.81,2.047,NULL,14.32,2.54,0.582,0.173,0.885,0.73,191.67,4295.38,18833251.89,4.83,14.66,27.19,0.284
WELL-1000,4803.29,125.12,,110.49,N/A,0.216,14.56,4.05,0.657,0.233,0.569,0.51,579.83,4280.86,7382195.1,3.44,37.21,16.27,0.317
WELL-1000,4811.73,118.23,140.81,79.38,2.381,0.133,13.86,1.98,0.459,0.232,0.972,0.562,426.98,2317.55,19610309.45,2.02,26.78,12.36,0.302
WELL-1000,4816.35,27317.58013580251,54.6,55.14,1.944,0.231,14.72,1.48,0.792,0.261,63.65036788708609,0.443,24.69,3771.64,24386389.69,2.41,20.86,XYZ,0.337
WELL-1000,4819.45,65.34,174.57,116.04,2.15,0.18,10.02,2.74,0.1,0.422,0.481,0.243,NULL,4936.31,11026944.87,3.4,,18.05,0.397
WELL-1000,4826.5,135.35,,109.72,518.0786167990773,0.314,10.61,4.24,0.547,0.131,211.4963595647138,0.223,387.16,,17816237.51,4.12,40.81,26.8,0.366
WELL-1000,,124.11,106.67,62.69,2.449,73.18590677377557,10.67,,246.21739027951742,0.449,0.309,0.343,364.57,2639.48,18695858.18,4.16,36.77,6057.977175161706,0.255
WELL-1000,,53.64,152.78,,2.488,0.338,10.85,1.14,320.0562615163254,181.97276492964593,0.784,,XYZ,2467.88,5120994.16,3.49,13.33,5.27,0.348
WELL-1000,4841.68,99.79,115.02,57.01,2.096,0.161,11.96,2.93,36.34771209016853,0.232,0.436,0.74,58320.03958300194,2507.03,13993242.05,4.27,XYZ,6.39,0.108
WELL-1000,4848.38,35.62,138.05,71.18,2.456,,12.36,3.79,0.664,0.345,ERROR,0.247,899.13,4484.1,23903313.85,XYZ,,9.1,0.115
WELL-1000,N/A,86.96,176.84,110.64,2.544,0.236,11.34,4.73,0.477,0.335,0.336,,746.74,NULL,20918544.54,2.24,34.99,ERROR,0.258
WELL-1000,4858.3,36.19,118.47,,1.901,0.191,13.93,3.75,0.448,0.18,0.428,0.264,784.23,3548.65,23630786.02,3.18,NULL,26.24,0.209
WELL-1000,4866.11,20.31,ERROR,75.65,2.428,0.31,9.34,1.94,0.493,0.4,0.365,0.58,446.28,2540.9,16961080.79,1.42,11.11,29.21,0.104
WELL-1000,4866.81,36.33,112.01,82.9,NULL,0.31,13.97,1.78,0.195,0.478,0.958,0.397,967.92,4967.24,17499776.6,4.43,49.98,14.38,0.243
WELL-1000,4876.68,87.4,199.4,88.42,1.901,0.311,ERROR,1.78,0.544,0.187,0.214,0.296,487.96,2512.07,6526504.5,3.1,43.3,19.27,0.34
WELL-1000,4880.47,112.69,168.76,112.05,2.372,0.14,10.3,1.74,0.322,0.286,0.269,0.3,944.85,3018.83,21844065.19,2.83,15.53,18.33,0.202
WELL-1000,4887.02,100165.18493719102,40.14,78.25,2.612,0.169,10.2,3.95,,0.156,0.595,0.227,731.54,3345.76,7977852.41,1674.032939189411,23.43,12.03,0.102
WELL-1000,4893.09,,107.91,113.97,2.142,0.257,11.18,3.27,0.243,0.201,0.811,0.317,138.52,4476288.40366874,10658414.58,4.05,33.74,7.13,0.193
WELL-1000,4897.88,96.2,188.82,85.23,2.537,0.344,13.28,1.77,,,0.257,,65.6,3571.14,24292917.6,3.61,15.42,21.34,0.202
WELL-1000,4901.65,70.19,40943.93918044641,94.95,2.116,ERROR,11.21,4.64,0.753,0.248,0.593,0.748,416.43,2322.02,4241896120.183559,2.18,33.88,11.58,0.167
WELL-1000,4909.08,,81.92,97.35,2.016,0.139,10.54,37.364174249420756,176.88561804214476,0.161,0.884,0.779,298.81,4127.66,23876620.12,1.08,27.46,17.47,0.24
WELL-1000,4910.7,135.6,14.37,81.7,2.353,0.306,13.44,1.95,0.798,0.299,0.51,0.395,971.43,2397.05,8222784.13,1.91,20.45,10.43,N/A
WELL-1000,4919.41,35.25,75.41,60.66,2.467,0.176,9.55,4.23,0.491,0.34,323.27790043685695,0.77,963.68,,10540748.21,,13.74,15.11,0.296
WELL-1000,4923.5,40.61,46.24,106.21,2.392,0.14,14.84,2.2,0.53,173.13791083390683,0.573,0.222,,2472.09,ERROR,1.52,XYZ,11.49,0.344
WELL-1000,,66.75,86.36,57.55,2.361,0.208,11.77,,0.258,0.166,0.933,N/A,84492.53415224761,4607.7,8245451.03,2.46,20.37,N/A,0.103
WELL-1000,4934.85,,177.9,109.86,2.213,,13.25,4.58,0.331,0.407,0.935,0.324,392.6,2860.02,13349612.1,XYZ,13.01,29.19,0.138
WELL-1000,4938.37,71.26,112.98,77.02,2.096,,11.9,4.43,148.8977523623053,,0.845,0.615,745.21,4495.04,5599458.34,1.01,14.25,13.02,XYZ
WELL-1000,4944.95,35.0,13.73,108.6,2.177,0.214,10.95,,NULL,0.183,0.383,0.733,890.23,4741.48,6187437.63,,37.23,,0.3
WELL-1000,4948.17,107.13,29.41,59.82,2.597,0.127,13.24,4.28,0.173,0.242,0.775,0.601,120.3,3121.23,22289643.9,,17.64,10.41,0.21
WELL-1000,4954.14,22.79,59.08,50.49,2.358,0.293,10.74,3.17,0.218,0.126,0.574,0.757,812.47,3463.79,,4.38,42.4,6.54,NULL
WELL-1000,4963.61,78.31,114.78,77.23,2.087,,9.31,2.84,0.654,0.133,0.324,0.672,1294.5831981913768,2013.42,5179079.54,N/A,41.45,5.12,0.356
WELL-1000,4965.47,61.62,166.84,NULL,2.044,0.299,13.41,2.87,0.607,0.246,0.736,0.753,N/A,2650.39,18668147368.55581,1.43,16.56,20.37,247.0638936119456
WELL-1000,4969.52,82.24,150.79,105.53,2.675,ERROR,9.19,1.08,0.336,0.344,0.389,0.388,828.35,4870.6,14642945.33,2.46,36.12,ERROR,0.374
WELL-1000,4976.41,138.04,,78803.39105152998,NULL,0.094,11.39,2.77,0.155,0.174,0.86,0.799,709.86,2973.73,7627256.82,1.61,15.71,16.4,0.21
WELL-1000,NULL,58.38,186.67,107.2,2.481,0.293,9.17,ERROR,0.186,0.193,0.559,0.324,547.94,2885.98,N/A,1.36,25.12,23.4,0.225
WELL-1000,4988.3,75.08,144077.34425186532,115.73,2.687,0.304,14.88,3.91,0.531,0.163,0.319,0.479,880.65,3216.92,,2.43,27.36,24.18,0.306
WELL-1000,4991.88,,37.74,87.26,2.516,NULL,15.33,3.46,0.414,0.498,0.638,0.721,378.47,3683.49,19628428.36,3.58,45.87,28.87,0.269
WELL-1000,518239.97692046256,67.98,168.49,80.06,1.923,0.081,13.43,1.15,0.428,0.285,303.58455340253425,0.688,199.01,4409.21,8963481.71,1.25,49.78,5.42,0.272
WELL-1000,5003.35,49.27,173.13,112.17,2.629,0.32,10.33,2.76,0.391,0.107,0.606,0.423,425.25,4297.61,16525961.01,4.55,46.76,8.2,0.353
WELL-1000,5007.28,34.72,84.52,,,0.242,11.64,1600.7256740030716,0.636,0.365,0.491,0.736,766.28,4416.44,,1.3,31.31,5.77,
WELL-1000,5015.63,39.89,,53.62,2.66,0.123,,XYZ,0.115,0.145,,0.434,906.8,3800.01,23412309.86,4.94,22.39,20.62,ERROR
WELL-1000,5019.21,NULL,158.27,81.11,NULL,0.105,11551.012428298942,2.13,0.191,0.164,0.492,0.201,148.44,2474.3,16533439.39,2.12,35.22,4920.295636457604,0.301
WELL-1000,5028.27,34.91,197.48,58.29,2.502,0.263,13.43,1.99,0.651,0.364,0.214,0.657,,3237.3,19486996.16,2.38,43.53,18.65,0.228
WELL-1000,5029.63,34.65,38.85,51.06,2.598,0.216,14.65,2.31,293.6847574305433,0.474,0.727,0.303,485.23,4633.83,11860811.17,3.86,16.89,6.56,0.308
WELL-1000,5037.15,58.39,XYZ,103.61,2.387,0.051,N/A,2.17,0.764,,0.62,,397.12,,8371223.58,2.54,XYZ,24.32,133.21402525006914
WELL-1000,5042.59,40.87,157.61,119.19,1.987,0.34,10.74,1563.7944063324678,0.493,0.46,0.337,0.665,724.75,2000.87,11659933.08,1.66,,15.3,
WELL-1000,5050.39,134.56,160.42,57.53,2.53,0.164,12.97,2.94,0.653,39.51439154648484,0.549,NULL,N/A,3271.79,15830737.96,2.68,32.98,23.62,0.153
WELL-1000,5053.38,130.44,72.46,75.21,2.626,168.83851019083048,1032.7524137913763,1.36,ERROR,0.306,0.581,0.469,500.12,NULL,5752009.61,4.46,41.3,9.64,0.334
WELL-1000,3147551.626583212,19052.73123314773,2.15,71.87,2.455,0.108,15.66,1.51,0.732,0.491,0.809,495.61323096451645,NULL,3131.22,15900685.84,4.77,41.85,29.65,0.206
WELL-1000,5064.99,144.44,36.68,82.47,2.145,0.343,,1.42,0.105,0.19,,,664.41,3605.43,22593004.06,2.52,23.73,14.25,66.51853606594443
WELL-1000,5067.77,135.15,77.35,98.59,2.502,0.181,10.66,2.2,0.112,0.262,0.491,0.305,184.8,3045.29,17025553.22,1.54,18.54,8.91,0.321
WELL-1000,5075.64,47.34,81.67,60.26,2.673,0.1,12.66,2.53,0.427,0.343,,,49.36,4473.2,22644927.35,4.99,34.43,N/A,0.14
WELL-1000,,114.3,113.78,66.5,2.07,0.052,,3.29,0.412,0.231,0.893,0.374,725.43,3877.31,8308264.9,ERROR,18.63,27.23,0.343
WELL-1000,5087.38,44.0,131551.17397276318,69.62,2.497,36.84621007005255,14.2,3.19,0.388,29.625490358420944,0.63,0.393,NULL,4296.84,16797694.65,4.38,36.74,27.27,
WELL-1000,,62.6,102.77,84.49,,0.304,14.54,1.1,37.60752487733911,0.451,300.4949308532154,0.309,103.21,2402.35,NULL,2.93,26.77,16.57,0.215
WELL-1000,5099.45,47.32,118.43,53.98,ERROR,0.176,N/A,3.22,0.608,0.383,0.675,0.317,707.96,,24401391.72,2.85,21.04,22.05,0.125
WELL-1000,5103.52,131.94,55.04,58.89,2.02,0.21,15.15,1.59,0.288,0.325,0.854,0.563,735.96,3974.07,17938647.01,4.49,47.34,NULL,0.167
WELL-1000,5108.26,135.56,169.84,104.94,2.138,0.172,10.18,4.83,ERROR,0.271,0.697,0.203,548.53,4358.87,8582002.09,,26.7,15.78,0.353
WELL-1000,5110.73,28.83,18.37,113.26,2.674,0.157,10.31,3.55,0.476,0.418,0.503,0.794,722.75,3579.25,13340961.43,1.12,20.94,9.02,NULL
WELL-1000,5117.88,98.04,49.18,57.14,2.371,0.087,14.04,2.92,0.781,0.378,0.58,0.316,805.53,,7901618.38,3.43,35.47,19.16,0.13
WELL-1000,5124.24,47.27,28.71,62.08,2.219,0.1,12.19,5.0,0.36,0.483,0.292,0.343,491.91,2947.88,11759711.36,1.25,49.06,5.08,ERROR
WELL-1000,5129.13,91.02,,84.51,2.656,0.075,11.0,1.49,0.161,0.499,0.937,0.488,454.32,2547.32,16144115.91,2.66,45.57,22.51,0.264
WELL-1000,5136.49,93.95,172.93,90.89,2.15,0.084,12.21,2.15,0.163,0.401,0.719,406.94237015007224,271.26,3346.77,5180211.04,4.18,36.35,5.09,0.114
WELL-1000,5140.46,,155852.12549499623,63.97,2.656,0.067,8.85,2.3,0.623,0.446,0.363,0.518,112096.38006522102,3344.22,8477171.15,4.06,47.95,22.88,0.285
WELL-1000,NULL,28.34,114.42,65.92,1.946,0.237,11.14,4.12,0.532,N/A,0.412,0.281,320.71,4302.4,21337220.39,4.76,26.47,26.74,0.104
WELL-1000,3648058.963662488,103.92,138550.03831421092,106.97,2.419,0.22,8.97,1.94,0.496,0.248,0.537,0.317,367.96,3327.58,17934505.66,4.06,45.19,12.46,0.351
WELL-1000,5157.96,115.89,38.26,101.77,2.325,0.341,11.23,1907.8135059181407,0.647,0.197,0.344,0.284,402.62,4665.07,22914035.32,4.56,45.07,20.44,0.3
WELL-1000,5163.88,144.83,27.57,100.97,1.9,N/A,13.34,4.92,0.209,0.196,0.387,0.469,761.46,4434.47,18347440.19,4.66,49.51,8834.853415889676,38.94300499796988
WELL-1000,5168.5,106.65,55.2,59.44,2.061,0.346,14.79,XYZ,0.258,55.431340900587514,N/A,0.577,929.72,3335.41,NULL,3.63,42.41,6.79,0.138
WELL-1000,5173.74,32171.626086019092,,,2.377,XYZ,5217.691754759658,3.19,0.157,0.207,0.216,0.516,439.98,4372.35,13687370.92,3.09,43.31,9.31,0.367
WELL-1000,XYZ,110.15,164.35,90.25,,0.331,12.76,2.81,0.617,0.483,NULL,0.434,NULL,4096.36,15504747.11,2.99,22.72,17.25,0.25
WELL-1000,5185.1,106.09,120.14,108.57,2.493,0.293,11.64,1.79,0.25,217.3236567730768,0.441,0.674,179.15,2588.68,15315947.29,2.35,18.36,13.88,
WELL-1000,5191.48,144.6,67.92,57.01,2.113,0.306,11.86,3.1,0.369,0.314,0.623,0.244,457.03,4922.4,10042506.87,2.93,20.33,29.39,0.265
WELL-1000,5194.31,148.11,126.54,75.19,2.258,0.308,11.24,ERROR,0.668,0.485,NULL,0.634,146.14,3261.39,8494126.83,1.23,45.48,23.23,
WELL-1000,5199.49,137.08,167.98,71.29,2.021,0.065,13.2,4.05,0.382,0.48,0.684,63.90248098945748,737.07,4061.37,23648807.43,3.94,14.29,26.33,
WELL-1000,5206.34,138.25,74.93,116.2,,0.227,11.47,2.49,0.296,0.264,0.97,0.368,233.85,,24714102.2,4.35,26.92,16.39,18.785252942436305
WELL-1000,5210.33,134.29,116.49,N/A,,0.234,11.17,3.06,0.729,0.408,0.707,XYZ,131.46,4679.5,8151304.73,1.69,46.56,17.36,0.122
WELL-1000,5215.58,61.81,55.63,78.96,,0.134,12.8,,XYZ,0.216,0.888,0.588,405.75,3032.95,1116530094.4579592,3.57,13.96,5.22,0.124
WELL-1000,5220.48,146.94,,88.85,1.997,0.262,11.63,4.04,0.744,0.387,0.337,0.485,845.27,3586.49,6809088.8,3.19,13.09,14.64,0.181
WELL-1000,5227.17,39.99,50.38,92.41,2.138,0.174,11.07,1.06,XYZ,0.402,0.471,0.481,ERROR,2001.65,22719418.99,4.16,32.93,11.58,N/A
WELL-1000,ERROR,86.35,73.02,111.26,2.382,0.129,9.97,2.01,0.797,0.192,,0.67,452.01,3739.03,6963640.59,432.9510657556711,39.28,6.8,0.395
WELL-1000,5236.18,21.94,4.0,72.6,XYZ,0.274,12266.321702014291,1.66,14.717601763571746,0.447,0.717,,10.38,3585.46,11683065.2,2.89,25.98,17.2,0.202
WELL-1000,5244.85,134.85,58.21,82667.81436493435,2.482,0.126,NULL,2.9,73.21185174476106,0.28,0.622,0.71,,,6779213.68,1.91,29.89,,0.262
WELL-1000,,136.48,173.6,107.81,2.256,0.288,14.21,3.91,0.635,0.249,0.971,0.743,100950.70870447758,4324.02,11709937.58,3.16,17.01,7.0,0.264
WELL-1000,5253.59,40.71,139.55,84.53,2.021,0.258,8.78,2.23,0.33,0.117,0.626,0.384,456.39,4297.45,23116039.5,3.73,45.87,29.66,0.389
WELL-1000,5258.17,124.23,71.97,97.8,1.903,0.315,13.78,2804.218801805408,0.17,0.46,0.772,0.362,267.72,2628.28,8943719.96,1.7,24.92,14.47,
WELL-1000,5264.49,29426.000386223608,55.39,51.99,1379.1113858637207,14.359262925704906,13.12,N/A,,0.497,0.593,0.757,803.84,4650.99,9387231.28,ERROR,13.86,22.86,XYZ
WELL-1000,4460090.861448527,50.28,51.17,61.46,1.931,0.23,14.9,,0.705,0.164,0.319,0.468,185.4,3379.15,,4.87,14.55,7.32,0.32
WELL-1000,5274.73,110.28,182.76,59774.919933841375,2.337,0.325,15.41,2.45,0.292,0.237,0.786,,654.16,3026.2,14433779.17,2.75,32.47,,0.239
WELL-1000,5279.05,41.68,150.78,58.18,2.113,0.255,,ERROR,0.213,0.215,0.737,0.584,137373.60965567542,2838.7,,3.49,43.19,9.89,0.213
WELL-1000,5286.79,97.23,31.49,96.81,2.242,0.297,10.0,3.78,,0.315,,0.495,N/A,3984.41,7665421.42,2.53,11.62,8.02,0.382
WELL-1000,5290.74,66.76,198.86,79.97,,0.318,,1.93,0.503,0.332,0.835,336.4798710509125,720.2,,9590634.17,4.23,40.31,26.59,XYZ
WELL-1000,5295.17,46.26,,76.56,1.97,0.236,ERROR,2.22,0.331,0.126,0.92,0.629,842.73,2656.46,14074805.31,NULL,18.46,20.55,0.111
WELL-1000,5304.33,,147.19,85.89,2.166,55.18840374989074,11.03,4.85,0.559,0.473,0.931,0.404,531.58,4654.2,20854187.91,3.0,8585.77276331832,29.19,0.166
WELL-1000,5309.54,143.26,20.16,83.22,2.486,0.304,10.03,265.26355775157276,0.212,0.497,0.324,0.403,98.37,2006.82,N/A,2.07,44.83,9.22,0.365
WELL-1000,5314.16,40.74,70.93,68.96,2.547,0.164,14.34,1.84,0.344,0.271,0.78,0.638,795.14,2569.38,23222154.67,4.14,34.58,5.44,0.216
WELL-1000,5321.79,,39.7,84.49,2.565,0.159,15.17,ERROR,0.291,,0.734,0.294,391.16,3962.58,22722157.36,3.33,25.36,11.81,0.394
WELL-1000,5325.55,26.92,184.59,89.53,ERROR,0.305,13.84,NULL,0.604,0.407,0.856,0.297,571571.7147008583,4687.64,13110270.78,4.94,4143.924659108881,10.2,0.108
WELL-1000,5332.0,75.91,77.82,ERROR,2.645,0.338,12.61,2.82,0.707,0.363,0.484,0.504,417.16,2466.06,17681673.46,1.34,41.35,13.21,0.21
WELL-1000,5337.55,47.35,69.8,ERROR,2.39,0.272,,1.54,0.347,0.342,0.778,0.622,533.44,4474.16,9732685.82,4.94,17.84,27.95,0.111
WELL-1000,5339.07,38.88,109.19,80.83,2.635,0.201,10.45,3.16,0.552,0.405,0.703,0.555,159.67,3665.94,19812862.03,948.8211970489011,44.84,28.45,0.145
WELL-1000,5347.06,130.64,138.09,72.41,2.311,,9.06,2.65,0.623,0.277,0.67,0.325,865.19,2619.26,17470736.2,4.02,19.14,17.75,0.323
WELL-1000,5352.66,64.36,77.24,,1.928,0.333,10.17,4.41,0.603,0.216,0.783,0.288,914.23,3875.6,17530213.35,2.15,21.39,10751.29634531313,0.37
WELL-1000,5358.77,27.79,,98.05,2.612,0.146,10.24,4.61,0.36,0.277,0.524,0.637,835.3,3767.08,19032822.86,4.33,18.41,23.66,0.158
WELL-1000,5361.61,39.22,139.64,89.25,2.059,93.98844201507228,14.74,1.84,0.724,0.217,0.444,XYZ,118.01,3539.33,7404541.95,2.13,34.01,,0.206
WELL-1000,5367.25,44.9,70.33,80.5,2.133,0.328,10.28,,0.357,0.399,0.659,ERROR,408.45,3733.85,15375009.34,3.21,11.54,7.58,0.375
WELL-1000,5376.13,44.72,63.08,119.48,2.58,0.136,11.58,3.34,0.381,0.211,0.207,0.436,589.2,4346.52,24271218.4,,32.59,21.61,0.273
WELL-1000,,100.86,146.45,87.7,XYZ,0.087,12.41,2.34,0.16,0.371,0.786,0.376,338.52,3901.51,8424721.47,,20.72,23.76,0.226
WELL-1000,5382.1,122.18,86.16,77.21,2.152,0.06,12.57,2.91,ERROR,0.138,0.631,0.211,237.97,2770.98,,,26.22,9.81,148.02840540206853
WELL-1000,5389.2,134.11,96.99,87.72,2.479,0.088,,1.66,0.333,0.397,0.635,0.692,N/A,3564.54,23959032.04,3.11,35.04,11.66,0.38
WELL-1000,5394.82,93.31,24.32,64.06,2.368,0.141,9.15,2.94,0.567,0.488,0.357,0.728,716.58,4271.07,12750306003.468966,4.14,49.73,15.69,0.319
WELL-1000,5397.98,98.56,161.56,14057.184050009933,2.138,0.308,12.94,1.04,0.425,0.118,0.689,0.507,916.72,4543.11,23230269.6,XYZ,ERROR,25.77,0.112
WELL-1000,5406.97,,93.37,116.81,2.158,0.104,10.84,,0.335,0.325,270.1472426675003,0.644,20.99,,,3.07,12.38,25.28,ERROR
WELL-1000,5413.28,47.47,194.54,77.01,,0.115,8.93,1.67,0.192,,0.781,0.571,786.58,2745.28,7013496.21,4.95,10.09,16.12,0.15
WELL-1000,NULL,50.88,115.65,105.99,2.046,0.169,15.51,3.47,0.584,0.125,0.618,0.471,95592.22702645746,4939.67,NULL,4.29,31.02,26.0,0.208
WELL-1000,5423.07,85.36,,90.49,1819.5474272379834,0.216,9.06,3.71,0.542,0.472,,0.756,480.81,4963.49,13641309.34,3.04,27.23,22.75,0.19
WELL-1001,6.61,82.55,,96.39,2.37,0.245,12.89,1.18,0.541,0.439,0.826,0.247,654.71,,12391945.28,2.18,8864.806553252598,19621.619346565836,0.197
WELL-1001,11.94,45.11,147.02,107.92,2.326,0.259,9.79,3.38,0.592,0.333,0.783,0.304,812.44,2686.41,17481821.42,4.35,43.54,16.04,0.372
